,gene_symbol,GSM1531972,GSM1531973,GSM1531974,GSM1531975,GSM1531976,GSM1531977,GSM1531978,GSM1531979,GSM1531980,GSM1531981,GSM1531982,GSM1531983
ENSMUSG00000024866,Acy3,9.9424,12.22634,10.1036,9.53202,10.6987,11.57255,10.4823,11.06564,10.21722,10.26154,9.75444,10.88067
ENSMUSG00000024867,Pip5k1b,38.71174,38.77078,38.65413,37.29958,37.24143,35.96965,37.50133,36.33847,33.90261,36.31215,37.47272,36.56028
ENSMUSG00000024868,Dkk1,0.70919,0.34556,0.87726,1.11671,0.56499,1.2129,0.48516,0.34917,0.40773,0.65248,0.97321,0.80123
ENSMUSG00000024869,Nudt8,7.29555,5.61836,6.77131,6.3187,6.43481,7.52714,5.9364,6.32437,5.86628,6.18738,6.18018,5.95132
ENSMUSG00000024870,Rab1b,85.9911,96.20699,91.81244,91.91602,92.18719,95.31227,93.28631,86.88448,86.50583,83.82938,93.18085,93.13282
ENSMUSG00000024871,Doc2g,1.36175,1.35384,1.40458,1.34631,1.09541,1.4473,1.1913,0.94286,0.70411,0.75986,0.94401,0.96373
ENSMUSG00000024873,Cnih2,0.8109,0.50492,0.73929,0.49517,0.59611,0.72091,0.63255,0.24435,0.46442,0.64686,0.75733,0.52479
ENSMUSG00000024875,Yif1a,26.12522,25.42647,26.26224,25.59411,25.66435,27.85002,26.71774,25.69177,25.88362,25.16866,26.93071,26.34452
ENSMUSG00000024878,Cbwd1,15.05461,13.99357,15.24339,15.78355,15.37348,15.25298,13.49445,12.63646,13.80873,13.2606,14.9043,13.71452
ENSMUSG00000024883,Rin1,1.27273,0.90468,1.0601,0.99654,0.91159,0.76265,0.84812,0.63246,1.02359,1.03352,1.2139,1.16361
ENSMUSG00000024885,Aldh3b1,6.48704,9.59346,7.67221,7.55116,6.83963,7.24706,9.42611,7.32607,9.03913,8.37956,8.75477,7.69677
ENSMUSG00000024887,Asah2,7.36862,8.80005,6.72399,7.02523,8.25149,6.90558,6.56646,7.67963,8.17379,8.43854,8.48213,8.11674
ENSMUSG00000024889,Rce1,16.11226,17.52799,16.29952,18.19745,15.6245,17.4916,17.89218,15.63854,16.50236,16.17146,16.99454,17.73789
ENSMUSG00000024891,Slc29a2,3.03207,2.52461,2.92194,3.89947,3.67081,3.49074,2.71094,2.58314,2.91036,3.2931,3.08991,2.65895
ENSMUSG00000024892,Pcx,143.24757,136.2929,132.08563,127.19681,135.25525,131.81291,120.69684,145.2495,135.85803,146.63081,126.01978,142.49807
ENSMUSG00000024896,Minpp1,132.45614,136.18238,140.85165,144.52548,135.59681,142.39783,126.78146,124.65186,126.07231,120.63905,127.23087,134.02936
ENSMUSG00000024897,Apba1,1.33976,1.40657,1.36789,0.92844,1.3491,0.89793,1.59644,1.11703,1.60999,2.02092,2.42346,1.71431
ENSMUSG00000024899,Papss2,22.35821,25.25887,21.84636,22.07761,24.18187,21.65798,22.47849,23.46262,25.66029,24.80791,23.76384,23.64702
ENSMUSG00000024900,Cpt1a,29.86242,35.09208,30.76838,32.00034,31.18619,32.40309,30.99503,30.4392,35.14102,35.54779,38.74509,36.91021
ENSMUSG00000024901,Peli3,0.35257,0.36066,0.31684,0.24758,0.28237,0.11383,0.33134,0.27926,0.24769,0.38223,0.54528,0.20992
ENSMUSG00000024902,Mrpl11,31.37056,29.57407,32.50011,32.44993,32.3021,31.37845,28.97511,25.86633,25.82169,26.79431,27.03688,27.8458
ENSMUSG00000024903,Lao1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024905,Mtl5,0.49359,0.64919,0.45765,0.37138,0.40787,0.56914,0.57231,0.27926,0.49538,0.29403,0.42411,0.2449
ENSMUSG00000024906,Mus81,13.29176,13.05586,13.09594,12.28641,13.24001,14.26649,14.75955,13.50914,13.22045,11.93748,12.08702,12.87485
ENSMUSG00000024907,Gal,0,0.03607,0.0352,0,0.03137,0.03794,0.12049,0.03491,0.09288,0.0294,0,0.06997
ENSMUSG00000024908,Ppp6r3,160.91137,152.66683,156.52985,165.23198,160.51135,164.02647,149.70404,155.26802,158.67643,159.21536,165.91621,157.262
ENSMUSG00000024909,Efemp2,15.54821,15.47228,15.70104,15.56698,15.92891,15.70831,16.26563,16.33666,15.82115,15.84804,20.87201,16.26854
ENSMUSG00000024910,Ctsw,0.2468,0.14426,0.24643,0.24758,0.21962,0.30354,0.30122,0.17454,0.21673,0.20582,0.18176,0.38485
ENSMUSG00000024911,Fibp,14.73734,13.92149,14.821,14.35995,14.14995,17.90896,13.97644,13.9979,12.69413,12.43732,13.57144,14.09942
ENSMUSG00000024912,Fosl1,0.42308,0.43279,0.73929,0.49517,0.50199,0.5312,0.48194,0.06981,0.61923,0.38223,0.51499,0.45482
ENSMUSG00000024913,Lrp5,84.98345,89.40349,85.21694,83.92884,86.56169,92.51397,83.61683,92.52851,98.56136,100.87699,104.29204,91.39069
ENSMUSG00000024914,Drap1,63.07418,62.0685,62.31121,64.27869,64.50579,66.17209,64.52024,57.00366,60.68395,57.84988,63.22197,59.61601
ENSMUSG00000024921,Smarca2,15.11046,15.03604,11.38153,12.82992,13.95167,12.90532,11.93633,15.15582,16.16433,16.26666,18.27795,14.50642
ENSMUSG00000024922,Ovol1,0.16225,0.13832,0.03984,0.06833,0.04243,0.04337,0.49092,0.04045,0.03557,0.06575,0.036,0.04595
ENSMUSG00000024924,Vldlr,13.60906,9.23714,10.80765,12.13165,11.51441,9.63745,11.14495,11.72885,13.53007,13.73102,12.14758,11.05558
ENSMUSG00000024925,Rnaseh2c,51.7435,51.3203,55.46077,53.08046,49.06006,59.94159,56.98766,47.77675,46.83128,49.13555,49.01744,54.03552
ENSMUSG00000024926,Kat5,23.45899,24.74266,25.01593,23.98034,24.01115,26.1885,23.04533,22.77109,23.20307,23.78303,24.11071,23.35358
ENSMUSG00000024927,Rela,44.91695,44.54146,41.75203,40.13971,42.32414,43.44456,41.47731,42.97087,43.53153,42.04578,45.04612,41.66843
ENSMUSG00000024935,Slc1a1,0.29011,0.17357,0.10561,0.12379,0.1255,0.18993,0.1089,0.03491,0.10727,0.12546,0.29296,0.03499
ENSMUSG00000024936,Kcnk7,0.17628,0.03607,0.0352,0.12379,0.251,0.15177,0.12049,0.17454,0.15481,0,0.06059,0.03499
ENSMUSG00000024937,Ehbp1l1,334.41201,355.21586,346.90385,347.39737,337.15439,376.99399,326.6302,340.85944,330.3366,333.64855,350.50721,348.74594
ENSMUSG00000024939,Fam89b,27.55823,31.73127,28.29698,29.26856,29.48032,27.97516,28.87327,27.81762,25.5912,27.17632,32.44221,29.59938
ENSMUSG00000024940,Ltbp3,10.82772,5.77279,4.82476,5.94576,5.05127,5.46788,6.2071,5.89932,5.91358,6.20397,12.72701,6.33495
ENSMUSG00000024941,Scyl1,42.83293,42.62765,44.637,45.98521,43.39077,47.19654,42.37876,42.62182,41.0857,41.75177,43.49727,41.42107
ENSMUSG00000024942,Capn1,142.069,148.54447,147.38285,138.87358,142.7004,148.80809,143.48612,144.67029,137.42945,145.41147,144.17373,148.01435
ENSMUSG00000024943,Smc5,58.63176,55.36106,59.21333,60.9368,56.3799,56.98996,49.03778,51.10434,60.15758,56.80588,61.47679,58.70659
ENSMUSG00000024944,Arl2,19.77903,18.35754,19.85518,20.17816,17.94622,19.91995,18.40425,16.68573,17.49315,17.58284,20.17531,19.06743
ENSMUSG00000024947,Men1,19.30301,18.84235,18.09492,18.58435,18.04029,19.38874,18.91631,18.55325,19.47462,19.03821,19.26652,18.03529
ENSMUSG00000024948,Map4k2,14.45525,16.78864,15.13778,14.68487,13.6479,15.48065,17.3048,14.74837,17.21444,16.9212,15.70705,16.65334
ENSMUSG00000024949,Sf1,101.00898,103.00407,105.31304,106.22822,101.73162,113.29872,93.66253,98.29587,102.66754,104.84979,104.96604,107.05707
ENSMUSG00000024952,Rps6ka4,14.41996,16.62639,14.85613,15.56692,13.7734,15.51855,14.88002,12.56662,14.27316,13.40759,15.75249,13.95942
ENSMUSG00000024953,Prdx5,56.48052,66.09192,61.51885,58.63346,59.72878,59.55094,71.82844,63.70779,66.00909,63.57253,64.88326,62.98748
ENSMUSG00000024955,Esrra,13.39754,12.91159,14.43369,13.86477,15.05973,15.36681,15.54269,13.36951,13.15854,14.05448,16.69159,13.46961
ENSMUSG00000024957,Kcnk4,0.21154,0.07213,0.21122,0.0619,0.03137,0.18971,0.09036,0,0.03096,0.23522,0.15147,0.13994
ENSMUSG00000024958,Gpr137,6.41041,6.46073,7.11613,7.10806,6.93945,7.53189,7.52023,6.06635,5.44919,5.26309,6.95917,5.52646
ENSMUSG00000024959,Bad,17.63463,17.23454,16.47066,17.15526,15.46195,19.4454,16.75774,16.51866,16.59519,14.87775,17.336,16.58473
ENSMUSG00000024960,Plcb3,24.96172,24.12808,23.9036,26.27492,23.97006,24.85248,33.31439,24.36532,26.13127,25.55088,23.90136,24.80509
ENSMUSG00000024962,Vegfb,15.83028,15.11164,15.38423,15.19554,15.02838,14.83564,17.71147,16.37157,16.00699,18.22967,17.14601,17.0732
ENSMUSG00000024963,Dnajc4,5.99364,6.67218,6.54795,7.61322,6.55725,6.79174,6.1749,6.7022,6.43993,6.55678,6.63422,6.9972
ENSMUSG00000024965,Fermt3,164.04938,185.23441,160.95326,162.7553,150.9746,178.44462,176.63251,167.45049,173.32147,173.91665,169.12736,184.72614
ENSMUSG00000024966,Stip1,212.90046,196.57038,219.67761,228.38052,218.94284,220.83363,182.14673,194.32346,191.17136,174.73016,191.15518,195.51445
ENSMUSG00000024968,Rcor2,4.33658,3.53446,3.13317,3.52809,3.32568,3.45279,3.16276,2.93221,3.34382,2.14639,3.42314,2.97381
ENSMUSG00000024969,Mark2,69.87858,71.59055,71.95931,71.1499,68.55293,70.34569,66.86974,70.16388,70.16395,70.44045,72.85516,71.02163
ENSMUSG00000024970,AI846148,8.30881,7.86237,8.71005,8.55447,7.58143,8.92716,8.97242,7.96834,8.31312,7.60915,8.60017,7.04532
ENSMUSG00000024972,Lgals12,0.14117,0.14428,0,0.03095,0.03139,0.03795,0.21085,0.06986,0.03097,0.02941,0.06984,0.12244
ENSMUSG00000024973,Hrasls5,0,0,0,0.03095,0,0.03794,0.06024,0.03491,0,0.0294,0,0
ENSMUSG00000024974,Smc3,199.1295,187.00122,202.58343,205.6193,198.16081,201.32401,170.84915,185.81159,194.37457,196.44603,201.48056,201.76432
ENSMUSG00000024975,Pdcd4,34.44851,36.67985,31.00105,29.29494,31.32745,29.94967,36.12305,31.89586,39.58983,38.97317,39.32186,36.76153
ENSMUSG00000024976,Shoc2,61.53565,57.56886,58.29798,61.71052,58.2727,55.85168,56.44771,52.71008,58.67155,55.54212,58.70832,58.56637
ENSMUSG00000024978,Gpam,96.81468,83.31197,90.96724,91.48241,94.06048,85.25746,81.44843,88.9438,93.41004,105.49674,85.42705,89.10927
ENSMUSG00000024979,Tectb,0.35257,0.25246,0.14082,0.27853,0.1255,0.15177,0.15061,0.17454,0.15481,0.49984,0.18176,0.17493
ENSMUSG00000024981,Acsl5,237.84142,246.29372,236.9941,246.87301,249.55236,235.28282,217.32647,207.27973,211.40345,204.14244,208.96299,211.87535
ENSMUSG00000024982,Zdhhc6,50.17027,46.63324,51.18675,54.65436,52.8974,50.4638,42.68231,46.74084,46.87528,46.16218,46.2276,44.95701
ENSMUSG00000024983,Vti1a,24.57391,22.50508,23.23471,24.10856,25.66428,24.58688,23.73574,22.13125,23.99496,20.43483,22.75023,22.53098
ENSMUSG00000024985,Tcf7l2,31.54017,33.80139,32.81026,27.46651,30.0793,29.59755,23.89472,30.51299,27.9235,24.75373,25.63507,30.1526
ENSMUSG00000024986,Hhex,12.66229,14.64422,13.18391,13.81808,12.73284,12.6939,14.37695,13.41928,14.28968,13.60871,13.47964,13.4747
ENSMUSG00000024987,Cyp26a1,0.14103,0.07213,0.10561,0.12379,0.03137,0.18971,0.18073,0.03491,0.12385,0.11761,0.27264,0.17493
ENSMUSG00000024989,Cep55,9.66033,10.63944,10.13879,9.71772,10.0712,10.32043,9.54851,9.42499,11.54854,10.05571,11.69321,10.53079
ENSMUSG00000024990,Rbp4,748.63925,785.83471,758.92865,768.10046,773.55483,790.11882,832.07587,811.55987,819.66728,800.0452,783.56454,797.99542
ENSMUSG00000024991,Eif3a,525.60535,502.75803,550.59327,587.64165,568.9437,572.67098,451.6116,512.37023,517.6412,516.51428,535.1001,520.20626
ENSMUSG00000024992,Pde6c,13.04496,12.15419,13.58878,14.51465,14.08713,15.67034,13.97637,13.33461,14.39699,14.61312,14.51048,14.37926
ENSMUSG00000024993,Fam45a,29.13719,28.44241,29.65863,33.09052,30.1864,29.98518,27.82402,26.43786,27.00049,26.20207,27.84423,25.8924
ENSMUSG00000024997,Prdx3,315.01847,302.23238,318.87952,322.29378,314.21479,317.39188,318.83693,300.0986,296.08304,285.79356,292.02747,297.45191
ENSMUSG00000024998,Plce1,7.26286,4.86987,5.175,4.88979,5.02074,4.24959,4.8507,5.89934,5.1091,6.26339,9.69385,5.52778
ENSMUSG00000024999,Noc3l,26.77036,24.24927,28.28916,30.23408,27.93907,28.65054,23.80852,25.6805,25.22219,23.11949,24.69857,24.57514
ENSMUSG00000025001,Hells,85.04075,79.47188,92.15379,92.52028,95.27995,91.73194,68.44491,73.85835,77.77377,69.7289,77.85634,80.18016
ENSMUSG00000025002,Cyp2c55,0.03526,0.07213,0,0,0,0.03794,0.06024,0,0,0,0,0
ENSMUSG00000025003,Cyp2c39,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025004,Cyp2c40,0.74525,1.22893,0.53636,0.56545,0.64634,0.31752,1.56538,1.12084,1.57861,2.41772,1.44399,1.18931
ENSMUSG00000025006,Sorbs1,33.77592,32.63961,30.13473,32.92889,32.84906,30.43009,26.08525,35.25646,34.61468,30.51996,33.95877,33.55159
ENSMUSG00000025007,Aldh18a1,85.03921,84.39399,82.41294,90.64706,86.02862,93.11131,83.85813,82.87019,84.83388,90.91298,93.96979,87.29001
ENSMUSG00000025008,Tctn3,4.08977,4.72464,3.97807,4.54938,4.67479,4.78079,4.00616,4.39833,4.58227,4.05757,5.30131,3.81346
ENSMUSG00000025010,Ccnj,11.49366,12.83946,13.30717,12.62683,12.04778,12.29346,9.66902,10.47221,11.61045,9.87928,10.14825,11.23052
ENSMUSG00000025013,Tll2,0.14103,0.03607,0,0,0,0,0,0,0.03096,0,0.15147,0
ENSMUSG00000025014,Dntt,0.10577,0.07213,0,0.03095,0.06275,0.03794,0,0.03491,0.03096,0,0.03029,0
ENSMUSG00000025016,Tm9sf3,202.12652,202.50952,207.70407,215.98699,204.84388,199.92,184.70516,189.61666,206.91385,197.20323,209.78086,194.10225
ENSMUSG00000025017,Pik3ap1,15.54821,20.12477,19.71432,16.40249,19.35803,18.06075,19.72959,20.38588,23.5615,23.52213,20.53883,18.85747
ENSMUSG00000025019,Lcor,18.12193,18.68212,18.55258,18.5998,19.3894,18.0228,14.97036,18.98957,19.78421,22.72822,20.99323,20.7117
ENSMUSG00000025020,Slit1,0.74039,0.86558,0.70408,0.52612,0.84711,0.98651,0.87352,0.73305,0.86692,0.73507,0.84821,1.11955
ENSMUSG00000025024,Smndc1,42.94272,43.13475,41.61132,45.4627,43.10846,45.98661,41.77857,43.04079,39.59938,39.39949,42.71343,43.41757
ENSMUSG00000025025,Mxi1,70.50412,69.13801,66.95012,65.96127,61.65769,64.75524,72.8137,71.15751,72.62981,71.72901,69.39012,71.9293
ENSMUSG00000025026,Add3,83.13523,84.46623,82.09598,82.22909,83.48735,81.53889,75.63505,79.30942,84.0288,84.62077,89.75896,84.80602
ENSMUSG00000025027,Xpnpep1,115.53294,106.12341,110.65834,117.23555,116.04827,115.77659,110.85554,109.71013,102.71639,102.15256,103.39764,110.83312
ENSMUSG00000025034,Trim8,44.18343,46.48898,42.63203,41.16107,41.06915,42.87529,41.6882,40.03873,42.81944,45.38722,45.19759,42.64797
ENSMUSG00000025035,Arl3,18.29822,19.07882,15.41936,17.91897,17.56964,17.871,17.31981,16.30174,17.58594,16.20087,18.56974,17.91283
ENSMUSG00000025036,Sfxn2,52.09428,57.09355,52.94361,55.66547,56.27176,54.82894,55.14087,58.36721,60.46564,61.16449,57.27041,57.10589
ENSMUSG00000025037,Maoa,16.73118,16.79798,19.59179,19.15092,19.29069,16.80077,16.58792,15.94465,16.55623,15.00671,18.2545,16.46024
ENSMUSG00000025038,Efhc2,0,0.03607,0,0.03095,0.03137,0.03794,0,0.06981,0,0.0294,0.09088,0.03499
ENSMUSG00000025040,Fundc1,14.70203,14.49848,15.98267,14.8551,14.74599,14.98739,15.09087,13.36951,17.15254,14.23089,15.75251,15.98861
ENSMUSG00000025041,Nt5c2,57.82082,56.65922,60.54685,61.40091,58.60747,58.46968,51.65726,49.86864,52.29369,48.27917,53.8615,52.44294
ENSMUSG00000025043,Dusp21,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025044,Msr1,9.16489,12.39226,10.39662,10.59967,12.8915,11.55559,10.4777,9.33585,12.11524,11.37611,12.62687,10.60515
ENSMUSG00000025047,Pdcd11,57.90421,58.53491,62.0298,64.46488,66.18311,67.3979,48.54477,54.86718,57.48976,59.1286,59.97425,57.30704
ENSMUSG00000025049,Taf5,28.34637,26.32807,25.66381,27.32719,24.72304,25.64927,23.9767,25.44745,24.42842,24.87464,26.83983,26.41444
ENSMUSG00000025050,Pcgf6,16.35912,14.75096,15.87707,20.08533,14.99699,18.6299,13.9764,13.61387,14.55179,13.90745,14.08639,13.39965
ENSMUSG00000025051,Samt4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025056,Nr0b1,0,0.18033,0.10561,0.03095,0.06275,0.11383,0.06024,0,0.09288,0.05881,0.06059,0.03499
ENSMUSG00000025058,5430427O19Rik,0.88142,1.91149,1.05612,1.33077,1.03536,1.0116,0.8434,0.80287,1.57902,1.17611,1.15114,1.08457
ENSMUSG00000025059,Gk,21.37895,23.20191,20.9518,19.22069,21.617,19.77571,26.49693,24.64458,26.35402,30.85351,24.38831,24.49993
ENSMUSG00000025060,Slk,156.08139,160.13297,163.41735,171.51403,164.77841,160.80123,132.98629,151.39308,164.40442,160.2149,164.15945,160.5157
ENSMUSG00000025064,Col17a1,0.77565,0.54099,0.73929,0.55706,0.50199,0.34148,0.60243,0.59342,0.43346,0.52925,1.15114,0.31487
ENSMUSG00000025066,Sfr1,85.60335,79.56141,81.92012,84.79257,81.98145,77.93448,81.08721,75.99337,79.97292,77.00556,84.36677,79.66326
ENSMUSG00000025068,Gsto1,59.79545,67.0105,64.77564,65.64101,65.6041,65.37548,73.04474,68.20904,62.75854,66.86168,68.40237,72.07127
ENSMUSG00000025069,Gsto2,0.03526,0.07213,0.07041,0.12379,0.1255,0.15177,0.06024,0.27926,0.12385,0.14701,0.12117,0.13994
ENSMUSG00000025075,Habp2,97.43813,104.90989,98.63263,93.89238,100.20992,94.12845,103.06713,114.10821,122.38911,123.74683,113.14808,107.22308
ENSMUSG00000025076,Casp7,21.0835,22.8297,21.93216,23.73715,23.21717,23.82806,22.07906,20.4557,21.51806,21.49335,22.20494,21.79628
ENSMUSG00000025077,Dclre1a,32.27007,29.74651,30.14654,31.77773,31.97975,32.21825,27.56246,26.75298,31.33278,30.62833,30.27754,29.79402
ENSMUSG00000025078,Nhlrc2,34.72784,33.46913,35.02809,35.46653,32.22155,36.15941,30.99502,31.52132,35.38871,33.04857,34.38283,33.58657
ENSMUSG00000025081,Tdrd1,0.64635,0.29302,0.36043,0.15511,0.15749,0.26749,0.21085,0.22981,0.2806,0.17736,0.66812,0.10558
ENSMUSG00000025082,Vwa2,0.17628,0,0.0352,0.03095,0.06275,0.03794,0.12049,0,0.09288,0.05881,0.03029,0.03499
ENSMUSG00000025083,Afap1l2,2.78528,2.63281,2.78112,2.97102,2.94919,3.22513,4.0664,2.51333,3.37478,3.49891,2.93844,3.07877
ENSMUSG00000025085,Ablim1,29.47452,27.55431,27.17756,26.61541,29.27232,26.67371,30.39263,31.03257,33.87157,36.37101,34.44343,31.83726
ENSMUSG00000025086,Trub1,15.86271,15.62298,17.39086,17.2019,16.72482,18.6141,14.23385,15.50015,16.606,14.41255,17.4501,15.97123
ENSMUSG00000025089,Gfra1,23.65722,24.74119,25.03015,23.98479,25.09952,26.10458,25.39242,30.12501,31.17799,29.43206,27.20333,24.1753
ENSMUSG00000025090,Ccdc172,0,0,0,0,0,0,0,0,0.03096,0,0,0
ENSMUSG00000025091,Pnliprp2,3.03208,3.42627,4.82296,4.73507,4.14143,4.59107,3.97604,4.15398,4.55131,3.58712,4.27136,3.63855
ENSMUSG00000025092,Hspa12a,1.76283,1.4787,1.86581,1.79499,1.4746,1.29005,1.50607,1.74536,1.76479,1.38192,1.90847,1.92423
ENSMUSG00000025094,Slc18a2,4.54812,4.43611,4.92858,4.54939,4.36103,4.05988,5.09054,4.46814,4.64418,4.52799,4.66518,5.31787
ENSMUSG00000025102,3110040N11Rik,10.50648,10.56728,9.11786,11.94595,9.82019,9.94098,9.09668,9.00608,10.0624,8.46796,9.51207,9.72611
ENSMUSG00000025103,Btbd1,48.59607,43.83354,44.27033,46.4316,42.61032,41.65976,44.358,39.45616,41.56721,38.36253,49.45831,44.12616
ENSMUSG00000025104,Hdgfrp3,5.36818,3.43604,3.75327,4.11505,3.84278,3.63445,4.25606,2.71753,3.89562,3.06218,6.34591,3.20452
ENSMUSG00000025105,Bnc1,2.29168,1.6951,1.83061,2.01162,1.91384,1.66948,1.47595,1.67555,1.91959,1.55834,2.45375,2.20412
ENSMUSG00000025127,Gcgr,23.02261,22.93789,25.66382,22.65403,24.00147,24.70072,25.93462,22.65488,23.8092,24.31601,23.74993,23.96544
ENSMUSG00000025128,Bhlhe22,0.07051,0.03607,0.0352,0.12379,0,0,0.03012,0,0,0.0294,0.06059,0.03499
ENSMUSG00000025129,Ppp1r27,0.45834,0,0,0,0.03137,0.03794,0,0.06981,0,0.0294,0.30293,0
ENSMUSG00000025130,P4hb,851.13183,904.13401,843.8791,826.6822,874.27226,799.56802,869.78491,945.49895,975.49709,941.8769,906.0719,920.20199
ENSMUSG00000025132,Arhgdia,281.63131,298.01183,294.72955,294.74997,291.68918,311.2447,295.70256,292.9076,281.6233,280.35361,300.23674,294.02296
ENSMUSG00000025133,Ints4,39.34812,36.09357,39.29415,40.92866,39.5213,38.2995,33.62741,34.47898,36.61398,34.405,36.49867,34.60179
ENSMUSG00000025134,Alyref,101.18757,102.67938,104.6266,117.60229,107.73929,107.75729,98.85717,92.64339,92.69792,89.29513,99.1195,102.71795
ENSMUSG00000025135,Anapc11,38.58713,37.32437,36.61993,36.52894,36.56147,38.7984,35.27848,33.89538,31.49258,33.61341,33.25779,36.73866
ENSMUSG00000025137,Pcyt2,90.32772,86.19755,91.21388,90.9255,91.58202,101.26925,104.52157,90.27037,94.5246,101.85091,92.24301,95.19687
ENSMUSG00000025138,Sirt7,35.7546,35.49382,35.21053,36.64783,35.34244,41.28727,37.09868,34.9922,35.93548,38.90933,36.9028,36.5323
ENSMUSG00000025139,Tollip,68.68374,68.02986,70.63992,68.24605,66.6413,67.58694,66.48131,71.66377,69.18631,74.29362,72.58312,69.32054
ENSMUSG00000025140,Pycr1,7.38816,6.64121,7.18783,6.8778,6.766,7.23716,9.19433,7.53778,8.67449,9.15636,9.2247,7.65767
ENSMUSG00000025141,Myadml2,0.37731,0.28853,0.35204,0.17284,0.09412,0.15177,0.24097,0.17454,0.15481,0.25352,0.45934,0.52479
ENSMUSG00000025142,Aspscr1,33.35461,32.51731,35.87625,34.75515,35.42604,36.69483,34.67185,33.75796,31.89217,31.84134,35.84928,35.1649
ENSMUSG00000025144,Cenpx,27.92326,27.59034,25.45254,29.43161,27.60949,29.48148,29.51906,25.13323,22.63264,22.58119,24.26489,25.04997
ENSMUSG00000025145,Lrrc45,17.94565,16.55423,17.60208,19.99249,16.18923,20.26143,17.0789,15.95266,17.58599,15.25999,17.29747,18.33267
ENSMUSG00000025147,Mob2,42.24995,45.36174,44.53708,41.17777,41.46163,47.95825,46.3031,46.1754,40.30297,41.1124,41.88867,44.58852
ENSMUSG00000025150,Cbr2,0.17628,0,0.0352,0.03095,0,0,0.03012,0,0.09288,0.05881,0.15147,0.06997
ENSMUSG00000025151,Maged1,145.53959,128.97146,120.71495,120.6357,127.56846,124.11077,138.61904,132.68285,142.60746,140.01534,166.6735,143.05776
ENSMUSG00000025153,Fasn,34.48094,25.5849,28.0111,27.77008,31.17056,25.54762,27.77867,28.70223,25.19119,34.39846,27.43635,23.91454
ENSMUSG00000025154,Arhgap19,168.42115,176.00158,176.02061,177.54922,177.27017,172.86702,152.59523,157.08316,167.56205,168.09504,173.94368,175.8395
ENSMUSG00000025155,Dus1l,53.956,54.63974,54.96353,61.53261,56.22303,63.4024,53.3152,51.17196,49.89005,46.77966,51.50389,53.15155
ENSMUSG00000025156,Gps1,69.01816,69.27631,73.22516,81.75446,76.1641,76.09766,66.66348,70.07131,62.43207,59.8465,69.88348,66.95482
ENSMUSG00000025157,Zdhhc16,31.00563,31.48663,29.33466,30.40183,30.61285,30.87842,30.12565,27.97618,26.76224,27.72406,29.20089,28.19752
ENSMUSG00000025158,Rfng,19.32066,19.15097,19.36227,19.40447,17.47558,21.28587,18.10305,16.44137,17.58599,16.78892,17.08542,17.17813
ENSMUSG00000025159,Mms19,42.78386,41.52435,43.70139,42.5022,42.37787,45.89086,42.45183,38.94636,41.20098,43.38842,45.2851,43.50665
ENSMUSG00000025161,Slc16a3,69.73763,44.7938,50.48277,53.10697,48.06555,50.312,52.35117,63.77576,59.22892,57.83497,50.55957,50.27497
ENSMUSG00000025162,Csnk1d,123.53959,122.33559,119.483,123.4504,121.29346,121.87213,119.57844,124.86339,128.67484,126.28439,127.59347,124.83024
ENSMUSG00000025163,Cd7,0.38782,0.53784,0.59554,0.55707,0.47062,0.30354,0.63255,0.69815,0.4025,0.55865,0.69675,0.2449
ENSMUSG00000025165,Sectm1a,2.18591,1.73116,1.93623,2.01164,1.75697,1.55565,1.6868,1.81519,2.01248,1.38193,1.8176,1.18952
ENSMUSG00000025169,Ogfod3,11.49467,10.51739,10.59306,10.16249,10.75906,11.15898,11.47826,10.03482,10.41125,10.96727,10.06508,12.0369
ENSMUSG00000025170,Rab40b,2.29169,0.43279,0.59847,0.55707,0.31374,0.60708,0.60243,0.34907,0.52634,0.73507,3.15051,0.83966
ENSMUSG00000025171,Ubtd1,5.85261,7.28532,5.0694,5.78731,6.74552,6.63998,7.37977,6.73712,7.33782,6.05695,7.11892,6.85726
ENSMUSG00000025172,Ankrd2,0.14103,0.07213,0.07041,0.12379,0.1255,0.03794,0,0,0.12385,0,0.15147,0.03499
ENSMUSG00000025173,Wdr45b,34.05915,30.18908,29.79139,30.4852,32.2035,30.66163,31.35805,27.79204,30.74594,27.55342,30.6271,28.34615
ENSMUSG00000025175,Fn3k,83.62878,83.99735,83.29283,80.80943,76.61639,92.23859,78.346,79.58869,76.28844,78.03444,84.54857,80.7826
ENSMUSG00000025176,Hoga1,46.22147,49.73484,45.20214,44.68906,47.15589,49.62912,53.67662,51.06952,50.25016,50.01388,47.62113,53.10878
ENSMUSG00000025178,Pi4k2a,35.89129,35.9216,35.41533,35.49764,37.17872,38.09437,36.71809,37.59522,38.48498,38.72317,38.32088,39.39415
ENSMUSG00000025184,R3hcc1l,27.71115,24.41743,26.75098,26.46084,24.17984,24.39367,25.29826,24.44269,24.55479,23.78558,25.78195,25.61495
ENSMUSG00000025185,Loxl4,0.31731,0.39672,0.38725,0.12379,0.43924,0.41737,0.4217,0.24435,0.4025,0.17642,0.27264,0.2449
