,gene_symbol,GSM1531972,GSM1531973,GSM1531974,GSM1531975,GSM1531976,GSM1531977,GSM1531978,GSM1531979,GSM1531980,GSM1531981,GSM1531982,GSM1531983
ENSMUSG00000045713,Vmn1r76,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045725,Prr15,0.74039,0.61312,1.04496,1.13974,0.64392,0.93584,1.08925,0.65967,0.89788,0.88844,0.83305,0.9665
ENSMUSG00000045730,Adrb2,39.31109,38.48236,40.37908,38.62332,39.8769,41.62312,37.04944,40.353,36.25555,38.57618,37.59391,36.77019
ENSMUSG00000045731,Pnoc,1.41079,1.62378,1.69178,2.3536,2.1364,2.23653,1.77717,2.02664,1.79575,1.91196,1.97083,1.82178
ENSMUSG00000045733,Sprn,0,0,0,0.0619,0.03137,0.03794,0.15061,0.03491,0.03096,0.11761,0.18176,0.20992
ENSMUSG00000045744,Bricd5,0.05706,0.06005,0.05361,0.09963,0.04772,0.17818,0,0,0,0.15015,0,0
ENSMUSG00000045751,Mms22l,59.58373,58.71026,61.924,59.04216,60.61549,59.38037,52.13346,55.81195,54.48881,55.65655,57.85493,57.86697
ENSMUSG00000045752,Tssc4,25.52711,24.05366,25.68678,24.56955,24.85903,25.18263,26.50542,19.83984,22.66422,21.81416,22.2269,23.39791
ENSMUSG00000045757,Zfp764,3.36674,3.30991,3.78574,3.42788,3.61009,3.87743,4.00346,4.05829,3.60918,3.5668,4.24769,3.10917
ENSMUSG00000045761,Fam179a,0.03526,0,0.0352,0.0619,0.03137,0,0.09036,0.06981,0.12385,0,0.15147,0
ENSMUSG00000045763,Basp1,11.52895,9.26894,10.24441,11.07944,9.19273,9.75129,11.14496,10.05332,9.50511,8.87961,14.60136,9.83108
ENSMUSG00000045767,B230219D22Rik,80.7061,75.83984,79.47901,79.57187,80.00063,83.96097,79.88241,74.39909,85.28184,84.61027,88.45694,80.95771
ENSMUSG00000045775,Slc16a5,0.14103,0.2164,0.21122,0.21664,0.21962,0.11383,0.51207,0.06981,0.18577,0.11761,0.12117,0.31487
ENSMUSG00000045776,Lrtm1,1.34016,0.14426,0.14094,0.03141,0.251,0.15724,0.15142,0.24435,0.09416,0.20582,1.45408,0.31722
ENSMUSG00000045777,Ifitm10,0.82784,1.05178,0.75152,0.84196,0.88562,0.77927,0.98266,0.63257,1.00016,0.8233,0.88228,0.93274
ENSMUSG00000045780,Olfr624,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045790,Ccdc149,2.55759,2.16101,1.36336,1.43824,2.02857,1.44182,2.16875,1.08149,2.04344,1.48029,1.95867,1.64434
ENSMUSG00000045792,Olfr578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045794,Lkaaear1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045795,Whamm,13.32468,15.55014,14.72905,16.25298,12.52479,14.2418,15.03074,14.03136,12.39537,14.19156,12.5891,15.43341
ENSMUSG00000045797,4930402K13Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045802,Hsf3,0,0.03607,0,0.03095,0,0,0,0.03491,0.06192,0.0294,0.09088,0
ENSMUSG00000045812,Olfr984,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045817,Zfp36l2,94.52301,97.23346,89.5593,93.74175,85.58948,97.47504,99.12974,87.6173,90.31397,106.40802,105.57204,99.25515
ENSMUSG00000045822,Zswim3,7.15711,7.32138,8.97705,7.36565,6.90237,8.65095,6.08454,8.20322,7.64744,7.14484,6.3313,6.7523
ENSMUSG00000045824,Olfr574,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045826,Ptprcap,2.62662,3.44429,3.64362,3.17218,2.96488,3.33896,3.58446,3.1242,3.94755,3.29309,3.54431,3.726
ENSMUSG00000045827,Serpinb9,4.2308,5.33775,5.73826,5.38497,5.20815,5.53964,4.36762,3.49073,4.30361,4.99845,4.87722,5.17539
ENSMUSG00000045835,Hdgfl1,0,0,0,0,0.03137,0.03794,0,0,0.06192,0,0,0
ENSMUSG00000045838,A430105I19Rik,2.60899,1.58689,2.21786,2.56869,2.00796,2.46628,2.22899,1.9199,2.35305,2.29341,1.87709,2.20153
ENSMUSG00000045854,Lyrm2,8.46159,7.71808,9.3291,8.47976,8.91033,9.03038,7.86173,7.08617,8.63817,7.38004,7.54301,8.67651
ENSMUSG00000045867,Cradd,4.26697,4.80063,4.9658,4.39505,3.85973,4.59366,4.42906,4.2238,4.39721,3.99811,4.30254,5.10873
ENSMUSG00000045868,Gvin1,4.35658,6.07081,9.31227,9.82488,7.18191,6.02031,5.98137,5.87788,11.63512,7.58286,7.84394,10.34926
ENSMUSG00000045871,Slitrk6,0.49359,0.43279,0.70408,0.58801,0.84711,0.56914,1.74705,0.62833,0.5573,0.55865,0.54528,0.38485
ENSMUSG00000045875,Adra1a,0.21156,0.28853,0.10561,0.09284,0.18828,0.15177,0.18077,0.13963,0.15481,0.26596,0.27264,0.2449
ENSMUSG00000045876,Pcdhb8,0.03526,0,0,0.0619,0.09412,0.03794,0.15061,0,0.09288,0.08821,0,0.06997
ENSMUSG00000045883,Olfr1461,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045896,Paip2b,34.57382,32.25043,34.46809,35.03585,34.32361,33.34151,32.4422,32.72766,33.34624,31.06265,34.1558,33.79876
ENSMUSG00000045903,Npas4,0.2468,0.25246,0.14082,0.09284,0.15687,0.11383,0.12049,0.17454,0.21673,0.08821,0.15147,0.06997
ENSMUSG00000045912,C2cd4c,0.25279,0.08194,0.10614,0.0311,0.09412,0.07592,0.12049,0.1403,0.09331,0.17717,0.18176,0.17493
ENSMUSG00000045915,Ccdc42,0.07051,0,0,0.03095,0,0,0.06024,0.03491,0.03096,0,0.06059,0
ENSMUSG00000045917,Tmem268,18.61555,21.89201,20.59441,20.24006,21.93073,21.2859,21.65736,19.40846,21.08459,22.28722,21.78083,22.25109
ENSMUSG00000045928,4933440M02Rik,0,0.19495,0.06343,0.03095,0.15687,0.13673,0.16282,0.04816,0.15513,0.15894,0.15147,0.11771
ENSMUSG00000045930,Clec14a,19.25013,23.83954,19.01021,19.24973,19.23251,18.89547,22.71163,23.66717,23.34477,28.37353,22.53816,22.42603
ENSMUSG00000045932,Ifit2,11.811,12.40667,12.28622,12.06976,13.58514,11.07927,9.27743,10.22784,11.61047,10.34975,12.0567,11.02058
ENSMUSG00000045934,Mtmr11,8.03493,6.89672,5.95503,6.68465,8.43565,7.02089,6.12909,5.88979,5.76431,5.93351,6.35162,6.4807
ENSMUSG00000045942,BC049762,0.10577,0.1082,0.17602,0.27853,0.251,0.15177,0.27109,0.24435,0.06192,0.14701,0.36352,0.20992
ENSMUSG00000045948,Mrps12,21.01293,23.1182,23.90358,25.47026,23.90729,27.05316,25.21169,24.01624,22.91131,22.346,20.99323,24.31527
ENSMUSG00000045954,Sdpr,63.63816,66.14481,56.85472,62.79374,57.10141,58.65946,61.86953,59.37751,64.24458,62.56911,68.37193,62.65983
ENSMUSG00000045962,Wnk1,239.60895,232.651,225.55403,218.54775,221.80631,216.76467,184.70366,225.31029,221.49306,239.1442,248.30875,241.89908
ENSMUSG00000045967,Gpr158,0.03526,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045968,Teddm2,0.74602,0.91535,1.32032,0.90402,0.66255,1.11496,0.73149,1.13091,1.12274,1.01428,1.38038,0.77994
ENSMUSG00000045969,Ing1,7.60888,6.49038,8.54033,9.39165,8.89054,7.60376,8.99895,9.77882,8.81988,7.61984,9.69279,9.52574
ENSMUSG00000045973,Slc25a51,252.91043,242.65259,242.98913,233.07338,233.35147,235.77582,233.18352,254.20631,246.11418,242.79802,246.36904,249.6158
ENSMUSG00000045975,C2cd2,15.38815,15.5619,14.4386,14.20692,15.69783,14.16244,13.29792,13.93247,14.71304,13.07675,14.26184,14.73386
ENSMUSG00000045980,Tmem104,10.64752,10.89188,11.37091,11.54365,12.36155,12.25547,10.30156,12.00812,12.10583,12.90777,13.75316,12.97979
ENSMUSG00000045983,Eif4g1,639.55547,596.78184,656.45087,701.49562,688.41728,690.55782,555.80104,631.4733,628.63687,634.56687,638.94517,635.31092
ENSMUSG00000045989,4930451I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045991,Onecut2,22.6366,23.36618,26.15742,25.14157,23.70356,24.43511,25.48276,31.07509,33.95165,44.08314,33.90627,33.34104
ENSMUSG00000045994,B3gat1,0.21154,0.03607,0,0.12379,0.15687,0,0,0,0.03096,0.05881,0.27264,0.2449
ENSMUSG00000045996,Polr2k,15.81221,14.08973,15.54144,15.36982,14.32293,14.70551,12.00484,12.8048,12.99029,11.31843,12.42108,11.54806
ENSMUSG00000046000,Naa11,0,0,0,0,0,0,0,0,0,0,0.06059,0
ENSMUSG00000046006,Gapt,3.38465,5.15743,3.4148,3.52808,3.29433,3.52867,4.42786,4.18888,5.44919,4.70443,4.87722,4.44322
ENSMUSG00000046008,Pnlip,0,0,0,0,0,0,0,0,0,0.0294,0,0
ENSMUSG00000046010,Zfp830,18.33346,18.86252,17.56686,17.54762,18.63648,18.28842,18.25369,18.01221,17.27635,17.37692,18.50916,17.28309
ENSMUSG00000046016,Olfr1364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046020,Pofut1,66.28305,66.79471,66.57151,67.28137,64.19213,67.9715,56.50824,61.50689,64.80203,63.59826,67.14127,65.35415
ENSMUSG00000046027,Stard5,17.60314,19.65591,18.80375,16.3433,18.08296,13.95278,21.52904,18.6946,20.22285,23.61742,22.91995,23.10541
ENSMUSG00000046031,Fam26f,0.52885,1.40657,1.05612,1.02129,1.28635,0.72091,1.02413,1.15194,1.36229,1.17611,1.27232,1.11955
ENSMUSG00000046032,Snx12,30.75426,28.98348,30.05479,29.86122,31.95321,30.53634,29.79924,28.97279,29.53057,29.57079,33.67827,30.31909
ENSMUSG00000046034,Otulin,23.48099,24.16423,25.06726,26.77015,26.41737,26.55988,23.76596,21.25859,21.67296,22.49304,21.23556,22.84586
ENSMUSG00000046041,Olfr803,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046049,Rp1l1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046056,Sbsn,1.47302,1.83113,1.81485,1.85253,2.03346,2.00389,1.42155,2.2132,1.4969,2.13505,2.41584,2.02547
ENSMUSG00000046058,Eid2,3.49041,2.99347,2.74592,3.28051,3.01195,2.35245,2.62058,2.54824,3.0342,2.44042,3.51403,3.0088
ENSMUSG00000046062,Ppp1r15b,268.89953,281.63299,257.06015,262.8603,258.80761,263.28458,234.66812,268.36592,281.52808,283.16775,286.14488,288.42291
ENSMUSG00000046070,Igfals,8.67315,8.22394,8.69542,7.89177,8.8476,7.8921,9.24731,8.37778,10.31009,10.08512,8.51242,11.30048
ENSMUSG00000046079,Lrrc8d,39.11196,45.02543,46.90187,41.88616,47.48908,38.19874,39.37456,42.29567,49.77807,42.15036,42.78443,41.52037
ENSMUSG00000046080,Clec9a,1.32241,0.91596,1.44426,1.54688,1.08278,1.57192,1.59644,1.14731,1.71036,1.87366,1.60554,1.40178
ENSMUSG00000046082,Tmem174,0,0.03607,0.0352,0,0,0,0,0,0,0,0,0
ENSMUSG00000046093,Hpcal4,0.15089,0.14547,0.17133,0,0,0.03855,0.18073,0.14133,0.12627,0.08821,0.03063,0.17493
ENSMUSG00000046095,Krt32,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046096,BC030336,14.63159,13.67984,13.75143,13.72894,14.08651,13.397,12.25389,14.31599,14.92356,14.39807,15.40817,13.84374
ENSMUSG00000046101,Mcmdc2,3.73255,4.18245,4.19475,3.35604,3.29296,3.49364,2.78233,2.98746,2.95942,2.69435,2.49798,2.84432
ENSMUSG00000046108,Il17c,0,0.07213,0.07041,0,0.03137,0,0.03012,0,0.03096,0,0.06059,0.10496
ENSMUSG00000046110,Serinc4,0.19842,0,0.05676,0.11356,0.06028,0.07104,0.19136,0,0.17819,0.138,0.06478,0
ENSMUSG00000046111,Cep295,63.71535,61.68613,70.21266,76.554,70.79616,73.73461,53.27413,55.61377,58.66274,61.29183,63.80561,62.03036
ENSMUSG00000046130,Vmn1r184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046133,C130073F10Rik,0,0.03607,0,0.03095,0,0.03794,0.03012,0.03491,0.03096,0.05881,0.06059,0
ENSMUSG00000046138,9930021J03Rik,31.23741,27.95103,30.52195,33.08344,32.40976,30.99916,26.86841,29.8108,30.93031,35.01857,32.50467,32.60693
ENSMUSG00000046139,Patl1,41.35607,41.83641,39.46381,40.07768,37.64929,41.88865,38.5555,40.31796,43.34594,40.16383,39.71445,38.13474
ENSMUSG00000046150,Olfr918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046152,Fut10,4.54812,5.19349,4.33011,4.27084,3.98456,3.75633,3.61458,4.15397,4.30361,4.4692,5.05897,3.56857
ENSMUSG00000046157,Tmem229b,9.94239,12.58699,12.42704,11.35794,10.73004,11.00339,12.25947,12.0081,12.69411,11.40822,11.99613,11.33545
ENSMUSG00000046159,Chrm3,0.35257,0.14426,0.14082,0.15474,0.06275,0.11383,0.30122,0.10472,0.21673,0.23522,0.33323,0.2449
ENSMUSG00000046160,Olig1,0,0,0.07041,0.0619,0.06275,0.03794,0,0,0,0.05881,0,0.03499
ENSMUSG00000046167,Gldn,0,0.03608,0.10561,0.03098,0,0.03798,0.06028,0.03491,0,0,0,0
ENSMUSG00000046168,Kcnrg,0.42308,0.36066,0.42245,0.46422,0.28237,0.15177,0.21085,0.27926,0.43346,0.14701,0.36352,0.20992
ENSMUSG00000046169,Adamts6,2.18591,1.33443,1.6898,1.54741,1.6001,1.40388,1.92778,2.19916,2.69363,3.11668,2.63551,2.97381
ENSMUSG00000046173,Pabpc6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046178,Nxph1,0,0,0.0352,0,0.03137,0,0,0,0.03096,0,0,0.17493
ENSMUSG00000046179,E2f8,175.29689,180.90217,168.1092,174.18576,172.12413,175.62204,143.94007,166.77969,167.58562,153.25175,167.65227,183.73463
ENSMUSG00000046180,4930550L24Rik,0.03526,0.03607,0.10561,0.09284,0.15687,0.18971,0.06024,0.06981,0.03096,0.05881,0.03029,0
ENSMUSG00000046182,Gsg1l,0.56596,0.0813,0.26423,0.3133,0.5225,0.50317,0.56261,0.50575,0.32403,0.52597,0.72371,0.52844
ENSMUSG00000046185,Zfp84,13.93324,13.54187,12.93457,12.22101,11.38645,12.1914,10.29611,13.58924,13.1404,10.96095,13.13051,12.87325
ENSMUSG00000046186,Cd109,1.09296,0.50492,0.9153,0.68086,0.87848,0.56914,0.66267,0.4887,0.43346,0.67626,1.33291,0.4898
ENSMUSG00000046191,Pcdhb20,0.28205,0.14426,0.10561,0.12379,0.06275,0.11383,0.15061,0.10472,0.15481,0.23522,0.33323,0.18606
ENSMUSG00000046192,Iqub,0.14103,0.03607,0.0352,0.0619,0.03137,0.03794,0.03012,0.03491,0.03096,0.08821,0.03029,0
ENSMUSG00000046196,Ttc39d,0,0.03607,0.0352,0,0.06275,0.07589,0.06024,0,0.06192,0,0,0
ENSMUSG00000046201,Scaf8,67.37305,68.77768,66.50045,69.50445,67.612,64.53768,58.37562,59.9359,66.68601,69.80193,71.03138,66.22853
ENSMUSG00000046203,Sprr2g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046204,Pnma2,0.45834,0.07213,0.21122,0.30948,0.1255,0.18971,0.33134,0.17454,0.30961,0.23522,0.36352,0.27989
ENSMUSG00000046207,Pik3r6,2.85579,4.36397,3.62603,3.12576,3.79631,3.87016,3.97604,4.32851,4.82996,4.73382,3.54431,4.65313
ENSMUSG00000046210,Olfr735,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046213,Cym,0,0.1082,0.07041,0.0619,0.06275,0.03794,1.17474,0.10472,0.06192,0.11761,0,0.10496
ENSMUSG00000046215,Rprml,0,0,0,0,0,0,0,0,0.03096,0,0,0
ENSMUSG00000046223,Plaur,1.89014,3.60065,2.2065,2.20338,2.35308,1.92145,3.53791,3.01854,4.47768,3.90139,3.55451,2.62267
ENSMUSG00000046229,Scand1,15.45776,17.40172,15.45744,18.57397,18.04332,18.5881,19.25372,16.31571,16.81864,19.78823,19.42513,19.51902
ENSMUSG00000046230,Vps13a,38.35088,35.34231,41.87913,44.43485,42.0667,42.29814,30.87085,40.34364,42.38137,45.27544,44.91338,40.197
ENSMUSG00000046240,Hepacam,0.03526,0.03607,0.0352,0,0,0,0,0.0445,0,0,0,0
ENSMUSG00000046242,1600029I14Rik,0,0,0.10561,0,0,0,0.03012,0.03491,0.03096,0,0.03029,0
ENSMUSG00000046245,Pilra,2.73978,3.53608,3.51218,3.86158,4.33251,3.54851,4.79661,3.92663,4.32444,4.19112,4.97102,3.89687
ENSMUSG00000046248,Krtap5-3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046258,Adam29,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046259,Sprr2h,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046262,C87977,0,0,0,0,0,0,0,0,0,0,0.06059,0
ENSMUSG00000046269,Usp27x,1.64109,1.26235,1.44358,1.33093,1.88263,1.48561,1.06082,1.50116,1.51538,1.62887,1.57533,1.50444
ENSMUSG00000046272,Olfr1444,0,0,0,0,0,0,0,0,0,0,0,0.03499
ENSMUSG00000046275,Tusc5,0.03526,0.07213,0.0352,0,0.03137,0,0.03012,0.03491,0,0.05881,0.03029,0
ENSMUSG00000046280,She,8.99045,9.59352,8.09692,8.10838,8.56521,7.4368,7.86172,9.32025,9.59797,8.26213,9.3303,8.60655
ENSMUSG00000046282,Adam20,0,0,0,0.03095,0,0,0,0,0,0,0,0
ENSMUSG00000046287,Pnma3,0,0,0,0.03095,0,0,0.03012,0,0,0,0,0
ENSMUSG00000046295,Ankle1,54.83097,57.00629,56.42965,58.73917,53.92246,65.87511,57.88308,52.38397,52.56361,53.58904,54.77015,54.93089
ENSMUSG00000046300,Olfr1412,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046311,Zfp62,37.65415,34.55109,36.26022,37.69478,35.29625,38.39804,32.95295,34.69787,36.16271,34.98913,38.59361,36.28048
ENSMUSG00000046312,AI464131,4.33884,2.74417,3.51638,2.72745,2.79578,3.15267,3.37514,4.61048,3.66456,4.52477,6.30925,3.99692
ENSMUSG00000046314,Stxbp6,13.68906,12.75205,12.87568,12.16445,13.25292,12.94824,11.57316,12.88444,13.39839,14.21193,12.72106,12.49195
ENSMUSG00000046317,BC107364,0.07051,0.22566,0.14082,0.03095,0.28237,0.11383,0.12049,0.13963,0.24769,0.20582,0.21205,0.17493
ENSMUSG00000046318,Ccbe1,5.95988,5.31094,6.47832,6.41001,5.61699,5.80607,5.57414,6.28494,7.18303,6.58234,7.14927,5.50944
ENSMUSG00000046321,Hs3st2,0.10577,0,0.0352,0.0619,0,0,0.03012,0,0.03096,0.0294,0,0.06997
ENSMUSG00000046323,Dppa3,0.07051,0.03607,0,0.09284,0.06275,0.11383,0.06024,0.06981,0.03096,0.05881,0.03029,0.03499
ENSMUSG00000046324,Ermp1,71.07203,67.68342,66.54175,66.37215,68.56945,68.54058,60.46707,71.23632,76.17873,71.82952,73.20213,72.77023
ENSMUSG00000046329,Slc25a23,59.65726,61.32159,59.85923,54.23852,61.85806,60.13207,56.69236,63.41165,64.09163,60.12959,60.64217,64.60278
ENSMUSG00000046330,Rpl37a,337.9426,339.46208,346.91196,351.92569,324.66511,364.53632,386.85771,338.013,317.05806,302.6014,324.33674,316.59236
ENSMUSG00000046337,Fam178b,0.07051,0.07213,0.21122,0.15474,0.34512,0.37943,0.03012,0.34907,0.03096,0.14701,0.09088,0.03499
ENSMUSG00000046338,Gpat2,0.8109,0.64919,0.70408,0.92844,0.72161,1.328,0.72292,0.52361,0.5573,0.85268,0.75733,0.38485
ENSMUSG00000046345,Smco1,0.1427,0.08936,0.25252,0.28061,0.15698,0.11703,0.17104,0.17623,0.15741,0.17376,0.06781,0.21116
ENSMUSG00000046351,Zfp322a,32.74079,30.34223,33.13997,34.9437,32.13419,32.22441,27.92083,29.19138,29.04819,29.00469,32.25945,31.46416
ENSMUSG00000046352,Gjb2,21.82389,23.51496,21.15768,18.04275,23.46816,19.61641,19.94043,22.89929,23.77815,22.84596,22.59879,24.35027
ENSMUSG00000046354,Defb14,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046364,Rpl27a,151.82647,142.45952,155.72239,165.6272,155.36391,169.92869,166.39122,141.08189,147.29521,141.32655,148.50018,142.35232
ENSMUSG00000046367,Mgat4e,0,0,0,0,0,0,0,0,0,0,0.03029,0
ENSMUSG00000046378,Asphd1,0.07051,0.16078,0.21203,0.06886,0.08338,0.20934,0.12226,0.13638,0.05905,0.21557,0.24476,0.1008
ENSMUSG00000046380,Jrk,3.48544,4.07544,5.06939,4.85885,5.67878,5.15877,4.87872,3.9751,3.994,3.55772,4.21076,3.84846
ENSMUSG00000046387,Pcdhb17,0.45834,0.2164,0.42245,0.46422,0.251,0.34148,0.24097,0.38398,0.37154,0.47044,0.48469,0.35456
ENSMUSG00000046396,Olfr609,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046402,Rbp1,58.9478,63.5831,59.68472,58.96745,62.01318,56.09081,65.52466,63.49543,63.84465,62.37551,60.33513,60.97822
ENSMUSG00000046404,Yod1,80.73141,79.60165,83.36732,80.29906,82.59203,80.58983,77.89327,86.51697,83.65522,87.49874,83.73997,84.05854
ENSMUSG00000046408,1700067K01Rik,1.09296,1.26231,0.77449,0.99034,0.78436,1.10034,0.54219,0.52361,0.99076,0.58805,0.99968,0.97961
ENSMUSG00000046410,Kcnk6,14.79159,17.53138,15.7108,15.19175,14.68627,17.06457,13.70005,16.48885,18.38887,16.62701,17.54426,18.52093
ENSMUSG00000046415,B430212C06Rik,0.31731,0.14426,0.42245,0.18569,0.15687,0.2656,0.21085,0.17454,0.27865,0.26462,0.30293,0.31487
ENSMUSG00000046417,Lrrc75a,3.66669,2.56069,2.99235,3.06387,2.54132,3.60456,3.70496,3.42092,3.71535,3.52833,3.87753,3.42864
ENSMUSG00000046431,Olfr518,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046432,Bex3,115.34019,110.69989,110.58629,113.91839,118.19801,117.71245,111.1752,112.95559,101.96487,103.18781,110.01896,112.10313
ENSMUSG00000046434,Hnrnpa1,531.68861,483.6892,556.32006,605.72539,545.59417,570.4431,473.76584,485.23583,477.88744,448.46991,490.95124,488.45961
ENSMUSG00000046435,Gm13078,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046438,Scgb2b24,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046441,Cmtr2,9.13148,9.08859,9.89235,9.22255,8.91033,8.49916,7.47012,7.08618,8.20473,7.64468,8.0883,7.20713
ENSMUSG00000046442,Ppm1e,14.99293,11.17571,17.96195,19.7433,17.41088,16.18895,9.45837,12.92603,12.39488,12.70195,12.13161,10.76464
ENSMUSG00000046447,Camk2n1,17.31104,16.73455,17.53166,16.43344,16.87945,16.39128,17.77168,20.21135,20.1248,19.72915,19.90268,18.12273
ENSMUSG00000046449,C77370,0.17628,0.03607,0.0352,0.09284,0.1255,0.07589,0.12049,0.13963,0.24769,0.08821,0.48469,0.20992
ENSMUSG00000046450,Olfr71,0.03714,0.07698,0.08132,0.06245,0.0734,0.03811,0.03065,0.03509,0,0.05906,0.18441,0
ENSMUSG00000046456,Tmem150b,0.37742,1.04206,0.54762,0.49884,0.75956,0.6817,0.75601,0.66142,1.10572,1.05426,0.96855,0.86567
ENSMUSG00000046460,Sh2d7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046470,Sox18,7.26288,6.74432,5.45664,6.37531,5.67878,7.43679,6.89783,7.36546,6.43994,8.96781,8.02772,6.08757
ENSMUSG00000046474,Krtap4-16,0,0.03607,0.0352,0,0.03137,0,0,0,0,0,0,0
ENSMUSG00000046480,Scn4b,0.42308,0.50492,0.45765,0.27853,0.21962,0.49326,0.27109,0.17454,0.30961,0.58805,0.51499,0.17493
ENSMUSG00000046486,Olfr231,0,0,0,0,0,0,0,0,0,0.0294,0,0
ENSMUSG00000046490,Rnf222,0.50771,0.18367,0.38725,0.35029,0.06275,0.42162,0.30632,0.07069,0.12385,0.14701,0.18475,0.2449
ENSMUSG00000046491,C1qtnf2,0.56411,0.25246,0.38725,0.34043,0.37649,0.41737,0.45182,0.24435,0.49538,0.41164,0.4544,0.38485
ENSMUSG00000046493,Olfr1352,0.12907,0.25316,0.09017,0.28698,0.04043,0.13036,0.06766,0.19201,0.24938,0.14741,0.19747,0.20624
ENSMUSG00000046500,Fam19a4,0.03526,0,0,0,0,0,0,0,0,0,0.03029,0
ENSMUSG00000046516,Cox17,69.49835,69.19559,71.82812,73.91898,68.31438,77.34653,70.12781,65.432,62.76595,63.38577,61.10076,67.5366
ENSMUSG00000046518,Ferd3l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046519,Golph3l,69.17351,65.20716,68.57774,66.1391,63.40784,62.1503,66.29747,66.25408,67.78809,67.65537,68.00846,65.49393
ENSMUSG00000046523,Kctd4,0,0.07213,0,0,0,0,0.06024,0,0.06192,0,0.03029,0.03499
ENSMUSG00000046532,Ar,0.08456,0.07213,0.12662,0,0.03137,0,0.06859,0.03491,0,0.08821,0.07346,0.105
ENSMUSG00000046541,Zfp526,19.46168,18.7182,18.51736,18.94024,19.16978,21.05821,16.11499,19.23395,18.45289,19.08232,19.66034,21.20151
ENSMUSG00000046546,Fam43a,10.73468,13.16404,11.23013,10.98657,10.88692,11.11724,11.50641,12.04254,12.72508,14.40728,13.32905,13.11975
ENSMUSG00000046550,Spin2c,0.91667,0.86558,1.12653,1.23793,1.16086,1.40389,1.14462,0.83778,0.9598,0.88208,1.09056,0.83966
ENSMUSG00000046556,Zfp319,10.15393,9.30498,9.01226,8.54168,9.38098,9.71333,9.03643,9.94858,11.42467,11.61402,12.32934,11.05557
ENSMUSG00000046561,Arsj,0.15768,0.03607,0.0352,0,0.07016,0.15177,0.18073,0.03491,0.12385,0.0294,0.18176,0.06997
ENSMUSG00000046562,Unc119b,30.60278,30.29534,28.69135,30.05061,29.36646,31.15097,29.48893,30.9977,30.93029,28.02073,29.17243,30.71771
ENSMUSG00000046567,4930430F08Rik,23.63928,23.98403,23.20829,24.63478,22.3185,24.93395,23.46237,21.95992,23.8158,21.88688,21.89672,22.36782
ENSMUSG00000046572,Zfp518b,9.87188,8.33121,10.24442,9.68675,9.63194,9.10622,7.2894,8.86646,10.09339,8.58556,9.51206,10.14592
ENSMUSG00000046573,Lyrm4,17.66355,16.01331,16.58117,16.24777,15.96966,15.97397,14.18725,13.40444,13.59201,12.1139,15.96456,15.56878
ENSMUSG00000046574,Prr12,27.9971,30.17311,29.76032,28.21367,29.03391,32.69231,26.06636,31.1246,31.09081,32.57748,34.73867,34.21363
ENSMUSG00000046585,Cfap58,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046589,Lrrc8e,0.68511,0.99639,0.85691,0.78847,0.75405,0.79719,1.32554,0.69723,1.02527,0.84868,0.53535,0.65914
ENSMUSG00000046591,Ticrr,57.31253,58.12922,56.41339,56.65079,57.52981,56.31667,48.21564,53.73675,56.7065,61.21327,61.83675,62.85837
ENSMUSG00000046593,Tmem215,0.14103,0.07213,0.10561,0.03095,0.06275,0.11383,0.06024,0.20944,0.09288,0.23522,0.18176,0.17493
